id,cuisine
25833,mexican
31108,southern_us
47484,italian
27396,mexican
48147,chinese
10489,mexican
12014,southern_us
4904,mexican
36607,italian
12756,mexican
32462,italian
42204,thai
246,mexican
47061,indian
15908,thai
29572,italian
13458,mexican
14022,southern_us
40437,chinese
48136,mexican
17687,italian
48504,mexican
22857,mexican
11465,indian
42107,mexican
12514,mexican
46339,indian
8383,chinese
27362,southern_us
38646,chinese
44084,chinese
12946,chinese
11670,indian
34916,italian
2944,thai
33063,mexican
26982,thai
2231,mexican
5118,indian
28258,southern_us
44113,chinese
47328,chinese
33937,italian
40399,italian
23562,chinese
12787,mexican
13992,mexican
38992,southern_us
45269,mexican
15211,italian
34602,chinese
41779,thai
4179,mexican
37925,mexican
46161,italian
5512,mexican
27845,mexican
12024,indian
41072,southern_us
17911,italian
4237,southern_us
40442,italian
15522,mexican
6804,thai
43807,mexican
21647,indian
22758,chinese
32551,italian
20470,mexican
20842,mexican
43018,chinese
45493,italian
42442,chinese
14655,italian
32247,southern_us
32302,indian
42075,mexican
19949,mexican
23352,southern_us
48549,italian
15053,italian
23490,italian
12080,southern_us
41992,chinese
10618,southern_us
2870,italian
49226,mexican
10052,southern_us
39400,mexican
8410,mexican
15752,italian
18854,mexican
28448,indian
27260,italian
1083,southern_us
21430,italian
46343,southern_us
12493,chinese
14251,italian
37764,southern_us
3912,southern_us
28477,mexican
25100,italian
44515,italian
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,mexican
5730,thai
29892,southern_us
25581,southern_us
43708,indian
49152,mexican
40984,southern_us
13050,italian
15031,mexican
42841,southern_us
16325,southern_us
1866,southern_us
29547,chinese
24281,italian
49183,southern_us
41136,mexican
15790,mexican
23832,indian
4231,southern_us
5306,mexican
40103,indian
45908,southern_us
34333,indian
19999,mexican
9304,southern_us
11613,mexican
30183,mexican
14480,southern_us
26493,chinese
46415,mexican
23012,thai
2981,southern_us
31371,indian
8119,italian
48376,chinese
42957,mexican
18688,southern_us
38876,southern_us
11197,italian
48216,thai
24611,mexican
16761,indian
47345,mexican
16477,french
31855,italian
403,southern_us
48608,mexican
1985,southern_us
36249,mexican
27201,chinese
22141,southern_us
34166,southern_us
4721,thai
44230,mexican
21409,italian
29986,italian
15401,italian
32341,italian
46266,italian
6633,indian
42713,italian
9117,southern_us
16266,italian
36470,southern_us
16164,indian
34712,chinese
29117,southern_us
34991,indian
24906,italian
36954,southern_us
29979,mexican
16710,italian
48056,italian
24035,italian
32656,thai
45875,southern_us
1735,thai
35986,italian
45005,italian
46636,southern_us
31507,southern_us
31348,mexican
28362,italian
33305,italian
36747,southern_us
39897,southern_us
27450,chinese
49579,chinese
24426,mexican
11507,indian
6093,italian
49338,italian
11560,italian
49597,southern_us
17865,southern_us
5995,italian
9707,italian
6888,mexican
46148,thai
19940,southern_us
34637,italian
14214,indian
15805,southern_us
34328,chinese
27174,italian
24919,indian
33206,mexican
10745,italian
41550,mexican
5008,southern_us
10685,mexican
15287,mexican
25701,southern_us
31525,italian
27096,chinese
36113,mexican
48480,indian
1944,italian
26314,italian
10478,mexican
15149,italian
5024,southern_us
1676,italian
2869,italian
20079,southern_us
8053,mexican
6212,italian
13557,chinese
9735,thai
39956,italian
21569,italian
3269,italian
4461,southern_us
41598,italian
44612,chinese
20150,southern_us
7278,italian
35809,chinese
21612,mexican
20357,italian
23355,italian
27727,italian
34021,thai
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,chinese
49690,italian
48671,italian
18509,southern_us
8903,italian
23374,chinese
22475,mexican
28418,indian
42625,southern_us
44840,italian
42121,indian
2243,indian
18032,thai
19392,mexican
25679,italian
11223,mexican
35867,mexican
33842,mexican
12676,chinese
38377,southern_us
344,mexican
11864,chinese
16895,mexican
3001,indian
19195,thai
3635,italian
23150,italian
17502,italian
16405,italian
34160,mexican
34495,southern_us
18377,italian
18988,italian
24880,mexican
48302,italian
33358,indian
20732,mexican
22094,mexican
8638,italian
35556,mexican
27248,southern_us
15746,italian
46404,southern_us
23323,italian
39018,italian
23510,italian
27710,southern_us
30540,indian
48945,southern_us
37197,indian
27343,chinese
29349,mexican
38383,southern_us
46758,italian
24859,chinese
18292,mexican
32450,italian
35936,chinese
36789,southern_us
19804,mexican
16604,italian
585,southern_us
29352,indian
48392,mexican
44324,italian
5012,southern_us
19487,southern_us
17263,italian
26127,southern_us
39464,indian
4870,chinese
16171,italian
308,mexican
19155,mexican
18736,italian
43352,southern_us
24652,mexican
44181,italian
36237,thai
30286,indian
4019,southern_us
20111,southern_us
35543,italian
25992,italian
8275,mexican
49613,indian
45149,indian
38610,indian
18111,southern_us
35670,italian
30349,chinese
12034,mexican
20729,mexican
11458,southern_us
16423,chinese
47404,italian
43875,chinese
43513,italian
21894,southern_us
9350,mexican
18519,mexican
4651,mexican
14831,mexican
32530,mexican
44131,indian
36724,chinese
20264,italian
4994,chinese
47875,southern_us
1952,italian
6792,italian
44853,italian
13807,southern_us
14303,italian
27449,mexican
20389,southern_us
32028,italian
9758,mexican
15295,southern_us
14904,italian
9534,italian
46950,italian
15648,indian
44473,italian
29833,italian
3015,mexican
43675,italian
3329,southern_us
27359,thai
18163,italian
45238,chinese
2146,mexican
17194,southern_us
15864,mexican
6084,southern_us
44220,italian
1843,indian
4777,southern_us
27182,italian
47648,italian
30068,southern_us
36696,mexican
47909,indian
19016,mexican
32683,mexican
224,italian
2031,mexican
26715,indian
23886,mexican
28724,southern_us
46037,mexican
38683,mexican
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,italian
13023,indian
27838,mexican
3661,indian
35313,mexican
45668,mexican
3070,southern_us
20607,italian
33560,chinese
43354,southern_us
19935,italian
45795,southern_us
42932,mexican
42059,italian
47601,mexican
31240,chinese
5339,southern_us
8192,italian
4831,chinese
9134,thai
49500,indian
45456,southern_us
47506,mexican
43238,southern_us
43910,indian
36829,indian
2771,mexican
14712,southern_us
37718,italian
5264,chinese
26273,southern_us
48641,indian
46990,indian
26575,italian
43906,chinese
30518,mexican
45950,southern_us
15967,italian
25115,mexican
15112,italian
34860,southern_us
32100,italian
11239,chinese
809,mexican
9212,italian
34741,italian
29409,mexican
39986,southern_us
21487,italian
36981,italian
19115,chinese
37110,mexican
36185,chinese
26244,indian
18026,chinese
36961,mexican
14384,mexican
6039,southern_us
31871,indian
35841,mexican
16074,southern_us
39180,southern_us
19331,italian
8658,italian
49574,italian
25237,mexican
6947,italian
5309,italian
35914,italian
14715,thai
47994,southern_us
11508,chinese
41662,mexican
39047,thai
22933,mexican
5016,indian
49449,mexican
39029,italian
1721,italian
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,southern_us
2492,chinese
45624,mexican
7576,mexican
34773,chinese
16904,indian
4279,mexican
38068,italian
7370,italian
23586,mexican
48790,thai
26717,southern_us
32749,italian
42536,chinese
5372,italian
37143,southern_us
37244,italian
27674,thai
778,thai
14686,italian
9274,mexican
37769,mexican
12871,italian
38528,mexican
32968,southern_us
6275,italian
4732,chinese
9452,mexican
29194,thai
16627,southern_us
5127,mexican
26447,italian
11489,italian
23884,southern_us
14545,italian
19620,indian
9771,southern_us
21265,mexican
38249,italian
3483,southern_us
21262,italian
14605,chinese
9448,indian
15750,mexican
6413,chinese
17585,chinese
10057,indian
29462,chinese
18943,italian
22591,mexican
32048,italian
32249,southern_us
39578,thai
21724,mexican
27119,southern_us
25094,southern_us
41200,southern_us
33033,southern_us
21389,southern_us
49103,mexican
12519,mexican
26913,thai
12460,italian
3397,indian
3502,indian
42877,southern_us
249,chinese
46008,italian
14185,mexican
20873,mexican
11722,italian
24883,indian
3932,italian
25728,thai
16428,mexican
7887,mexican
48364,chinese
47197,italian
28640,mexican
16758,chinese
39135,italian
33302,italian
23677,mexican
25509,mexican
35746,indian
46195,italian
19788,italian
18888,chinese
21153,italian
44672,southern_us
48707,italian
2232,mexican
36081,mexican
948,italian
24512,thai
24382,chinese
40648,southern_us
48886,southern_us
21967,italian
40119,italian
38221,indian
49494,mexican
17286,mexican
10421,chinese
13088,italian
34348,indian
15405,indian
15218,italian
40233,mexican
26098,southern_us
17221,italian
25198,thai
22532,thai
41563,southern_us
2554,southern_us
38170,mexican
29476,italian
33384,italian
5770,indian
5628,mexican
44069,italian
18530,italian
22369,thai
9498,italian
26476,italian
29939,italian
9336,thai
26377,italian
18442,italian
13470,chinese
34689,southern_us
11016,southern_us
28985,chinese
25293,italian
569,southern_us
29992,chinese
20363,mexican
6981,southern_us
30154,chinese
39960,southern_us
25975,italian
4029,thai
49081,southern_us
7493,chinese
10393,mexican
6915,italian
42310,italian
15612,mexican
23160,southern_us
37897,southern_us
44731,italian
3460,southern_us
29855,italian
31140,thai
4481,mexican
30882,italian
511,indian
1120,mexican
42651,mexican
18209,southern_us
38368,indian
31783,mexican
37589,southern_us
17752,chinese
37020,chinese
19503,chinese
2718,mexican
28365,mexican
45843,mexican
4514,chinese
4311,chinese
41356,italian
12022,southern_us
6846,mexican
8983,mexican
47589,italian
14859,southern_us
20035,southern_us
732,chinese
38568,southern_us
10871,indian
42540,indian
48782,southern_us
17988,italian
8147,chinese
32029,mexican
25598,southern_us
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,chinese
32129,italian
43787,chinese
40642,italian
39782,southern_us
38430,italian
33438,chinese
31602,southern_us
17581,southern_us
25169,mexican
35755,italian
33544,mexican
34252,thai
30764,southern_us
44946,indian
716,mexican
24668,italian
24270,thai
13165,southern_us
33758,italian
3090,indian
43987,italian
39021,thai
44460,mexican
29876,southern_us
17737,italian
36772,mexican
18174,southern_us
20924,mexican
39098,italian
32571,mexican
26957,chinese
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,southern_us
1569,thai
39036,chinese
13673,chinese
1550,mexican
38553,chinese
38594,mexican
3220,indian
24686,thai
10863,italian
46683,mexican
5113,mexican
34967,mexican
15420,mexican
9607,southern_us
7190,mexican
7482,italian
3928,italian
11288,mexican
1948,mexican
6590,southern_us
20275,chinese
14212,mexican
47990,southern_us
36653,italian
22436,italian
34790,southern_us
45752,italian
19159,mexican
14515,italian
27510,southern_us
38699,indian
34959,italian
7206,indian
2316,italian
18823,mexican
1909,southern_us
48313,mexican
5844,italian
29975,italian
41091,thai
9532,italian
46569,italian
10399,chinese
42934,italian
2688,mexican
27095,mexican
12476,italian
23070,mexican
9837,italian
45829,chinese
31887,southern_us
28518,southern_us
47168,italian
45321,mexican
20662,italian
9699,mexican
41018,italian
705,italian
42898,italian
633,indian
31443,mexican
18613,mexican
19060,southern_us
17845,italian
1534,indian
41786,mexican
31656,mexican
17330,italian
7048,southern_us
7938,italian
46208,italian
33759,italian
5526,chinese
26943,mexican
20701,italian
35701,chinese
36687,italian
21401,southern_us
376,southern_us
6980,italian
39402,italian
43095,italian
18576,italian
39720,thai
17526,southern_us
27549,italian
27123,italian
22979,southern_us
46113,italian
31557,mexican
20414,mexican
14487,thai
24881,italian
17955,southern_us
39109,mexican
35576,italian
25876,southern_us
24669,mexican
22261,indian
832,chinese
29742,italian
21381,chinese
34322,italian
7224,indian
17978,italian
9438,chinese
9458,indian
41045,indian
34614,mexican
16651,italian
8230,italian
39372,chinese
39357,southern_us
44341,mexican
42052,southern_us
45208,thai
28626,southern_us
48345,chinese
37791,mexican
15227,chinese
24053,thai
17716,southern_us
6087,italian
28000,indian
4320,southern_us
21783,southern_us
16148,mexican
47562,italian
31541,italian
43574,italian
45475,southern_us
16953,southern_us
5239,chinese
4595,indian
37279,mexican
33264,italian
30484,southern_us
9200,mexican
7457,chinese
42413,indian
18484,mexican
20985,mexican
29503,italian
45242,mexican
46953,mexican
13948,mexican
1623,italian
33251,italian
6148,italian
30392,southern_us
144,chinese
20602,southern_us
48085,italian
14896,chinese
47518,thai
29161,chinese
39363,mexican
694,chinese
3887,italian
12671,southern_us
31117,thai
14714,mexican
29993,indian
20639,italian
17665,italian
3969,indian
11014,mexican
19530,southern_us
17271,mexican
30457,italian
22989,indian
45756,italian
20297,chinese
10942,southern_us
35686,mexican
13032,italian
7951,southern_us
20432,southern_us
17971,italian
4128,southern_us
7589,italian
18816,chinese
12650,chinese
418,indian
36366,southern_us
32991,mexican
6424,mexican
8134,thai
39280,southern_us
3091,indian
23382,italian
34090,mexican
23320,italian
14962,thai
42047,indian
44805,chinese
36584,italian
3016,indian
6391,chinese
38188,mexican
1784,southern_us
18300,mexican
3856,italian
41841,indian
16837,italian
23687,mexican
38118,indian
27801,chinese
17096,chinese
20235,chinese
13288,southern_us
26749,italian
19084,mexican
35200,mexican
41073,italian
28016,italian
18431,italian
22228,chinese
27456,thai
325,mexican
6543,italian
7062,southern_us
49221,italian
44536,italian
24865,italian
26543,chinese
10096,southern_us
38273,mexican
6710,chinese
49243,italian
19624,italian
24435,mexican
14883,italian
22516,mexican
587,chinese
40539,southern_us
11208,mexican
18273,mexican
22762,thai
13300,italian
42245,italian
14177,italian
4184,indian
14277,mexican
41308,thai
34438,italian
9805,chinese
38007,italian
23919,indian
13945,mexican
32279,indian
17456,mexican
47941,southern_us
32310,italian
44442,italian
14163,mexican
27573,italian
777,southern_us
44116,italian
13347,mexican
29348,indian
14219,southern_us
39983,italian
33682,italian
21443,southern_us
47642,southern_us
1759,southern_us
1205,southern_us
4794,italian
17408,mexican
34666,mexican
40237,italian
13778,italian
41289,italian
3560,southern_us
35830,southern_us
11151,mexican
12789,chinese
21166,italian
24716,southern_us
25586,mexican
11046,southern_us
31793,indian
28746,italian
7226,mexican
30991,southern_us
47476,southern_us
30626,mexican
49367,southern_us
35754,chinese
4247,chinese
49423,italian
22295,southern_us
2749,chinese
685,southern_us
30988,italian
46285,italian
40492,mexican
22264,italian
15921,mexican
388,mexican
33121,chinese
35685,mexican
4416,italian
17725,italian
39525,italian
27034,chinese
28470,southern_us
38953,mexican
20045,southern_us
12896,mexican
39573,italian
8838,mexican
15399,mexican
39439,mexican
26837,chinese
41220,southern_us
35968,chinese
24335,mexican
10983,chinese
5516,mexican
38894,thai
11887,mexican
31306,southern_us
38578,chinese
3561,southern_us
45095,chinese
30969,mexican
14389,italian
29670,thai
40995,mexican
33629,italian
10616,italian
30886,italian
18995,indian
31098,chinese
34607,mexican
48989,southern_us
44542,indian
47075,mexican
19228,chinese
2685,mexican
11686,southern_us
9610,mexican
30405,italian
43666,italian
32892,italian
44741,italian
6791,thai
440,italian
22693,mexican
24328,chinese
13800,chinese
23873,mexican
12767,southern_us
5929,thai
20645,mexican
20999,southern_us
29995,southern_us
35223,italian
22414,italian
23410,chinese
36558,indian
13704,southern_us
41952,indian
46915,southern_us
47170,southern_us
2295,italian
46128,mexican
48349,italian
1482,indian
26589,southern_us
9418,italian
31356,southern_us
16052,mexican
43594,southern_us
29099,indian
23472,italian
34914,italian
19404,thai
28299,italian
12314,italian
6047,chinese
37581,italian
12750,thai
17498,chinese
7694,italian
14531,italian
26628,mexican
8205,mexican
25101,mexican
29045,italian
20917,indian
8311,mexican
10213,indian
15241,mexican
46132,mexican
15349,mexican
22580,mexican
47335,chinese
17759,mexican
27633,italian
42313,mexican
47272,thai
4553,mexican
15235,mexican
34102,mexican
21227,southern_us
9782,italian
6913,southern_us
11944,chinese
19035,italian
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,southern_us
18063,mexican
16962,mexican
8415,southern_us
19041,mexican
38889,southern_us
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,french
789,mexican
25084,chinese
6024,italian
14741,indian
20468,indian
26963,southern_us
1451,indian
27745,italian
31347,southern_us
46592,mexican
38107,indian
5987,southern_us
1808,southern_us
23783,italian
28618,italian
36764,chinese
11326,italian
3020,indian
24326,italian
34002,indian
11499,southern_us
9268,southern_us
49368,indian
44720,indian
13127,mexican
34494,southern_us
48382,chinese
18585,indian
40052,chinese
46321,southern_us
49561,italian
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,thai
22530,italian
44176,italian
2669,italian
10896,italian
7343,italian
46255,chinese
27043,italian
20998,italian
12357,mexican
36339,southern_us
45086,chinese
37690,southern_us
37829,chinese
3537,mexican
5150,italian
13,southern_us
44579,indian
8749,mexican
131,italian
44306,indian
19202,italian
21300,southern_us
27286,southern_us
18297,italian
4388,mexican
22234,mexican
7359,southern_us
39947,southern_us
6855,chinese
46057,mexican
33950,italian
36009,southern_us
23732,italian
21316,indian
32806,southern_us
34343,chinese
11973,italian
2380,mexican
30667,italian
42364,chinese
30258,italian
34109,chinese
5265,italian
123,mexican
12498,chinese
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,italian
43991,southern_us
45136,italian
41554,southern_us
10118,indian
43827,mexican
32583,mexican
31949,mexican
23574,chinese
28211,chinese
21793,mexican
25914,mexican
34735,mexican
26071,chinese
9476,southern_us
29443,southern_us
16966,italian
6457,mexican
25882,italian
48390,italian
28356,southern_us
15699,italian
2090,mexican
4686,italian
27937,chinese
25560,mexican
38937,mexican
48670,southern_us
2547,italian
17442,southern_us
28669,italian
4410,french
36917,chinese
46755,indian
25321,southern_us
47019,thai
33077,mexican
11593,italian
44295,mexican
46632,chinese
18503,southern_us
29030,southern_us
32516,italian
35128,southern_us
41715,mexican
49185,indian
35517,italian
13909,southern_us
36886,southern_us
29304,mexican
29577,southern_us
24570,mexican
29466,mexican
10724,chinese
30026,italian
37133,italian
29346,chinese
32871,indian
46420,thai
29083,chinese
4402,italian
15877,italian
33448,chinese
3541,italian
27704,indian
28658,italian
23793,italian
11040,mexican
28419,italian
37086,italian
13965,mexican
28674,southern_us
5645,mexican
20756,mexican
15548,southern_us
14495,chinese
11989,italian
47482,indian
14101,mexican
1289,mexican
49473,southern_us
39161,italian
14452,southern_us
31489,thai
15599,mexican
28440,italian
33624,mexican
24090,italian
16137,italian
4819,southern_us
1377,southern_us
47636,italian
25907,chinese
35894,mexican
20315,mexican
27199,chinese
34055,italian
26938,chinese
5734,mexican
32241,italian
2163,southern_us
20340,southern_us
6278,chinese
49404,southern_us
36731,mexican
29165,italian
24932,indian
6591,thai
14644,mexican
43518,southern_us
28979,indian
45821,mexican
26627,southern_us
39139,thai
3026,chinese
13204,italian
762,thai
28036,mexican
46514,mexican
34536,italian
36484,indian
5676,mexican
13715,chinese
43019,mexican
2471,indian
34065,italian
39362,italian
4987,french
28414,thai
8710,italian
6610,italian
28847,indian
10560,indian
32993,italian
16912,mexican
35262,mexican
46936,chinese
14553,southern_us
17471,chinese
22897,southern_us
2789,mexican
3897,southern_us
22751,italian
16566,indian
23033,southern_us
30500,southern_us
13018,indian
13077,italian
9177,italian
16012,italian
5293,mexican
35451,southern_us
5591,italian
44443,italian
36811,italian
7031,indian
11475,italian
5556,indian
33728,chinese
46703,southern_us
41776,italian
4099,mexican
4251,italian
29381,italian
30300,indian
27494,italian
48254,mexican
32789,southern_us
44569,indian
44160,italian
18762,mexican
23808,southern_us
11875,mexican
35843,chinese
4948,indian
34713,thai
8352,italian
28407,mexican
3506,southern_us
44338,indian
38464,italian
1139,italian
12287,indian
27031,chinese
42153,southern_us
42686,chinese
44415,mexican
10072,italian
8618,italian
14153,italian
23825,italian
21440,chinese
13366,chinese
24979,chinese
33437,mexican
4864,southern_us
33017,mexican
15122,chinese
42731,thai
8281,southern_us
2812,southern_us
30683,southern_us
24249,southern_us
12169,mexican
28629,italian
32774,southern_us
15181,italian
44314,mexican
37583,southern_us
28069,thai
33503,chinese
24015,italian
39333,chinese
13414,italian
4855,italian
6512,southern_us
21974,italian
9062,italian
6243,italian
10675,mexican
35788,italian
37372,chinese
28810,italian
23045,italian
21296,mexican
33484,mexican
30045,chinese
17354,indian
30061,italian
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,mexican
30403,italian
37331,italian
5456,southern_us
26893,southern_us
44470,southern_us
38130,italian
9361,mexican
19320,southern_us
3545,chinese
25778,southern_us
34074,chinese
34216,southern_us
38817,italian
20749,mexican
31535,italian
2052,chinese
18186,italian
49595,mexican
47592,italian
26011,italian
23403,chinese
8005,italian
19517,french
10157,mexican
47071,southern_us
22469,italian
26224,italian
29482,southern_us
8227,indian
12580,southern_us
26385,mexican
49610,southern_us
6446,mexican
1766,mexican
19538,thai
44811,southern_us
16844,mexican
28777,mexican
28282,italian
15025,italian
35345,mexican
21527,chinese
26997,chinese
40454,chinese
2828,southern_us
18980,southern_us
13604,mexican
9911,indian
49684,chinese
5056,mexican
2990,italian
32016,italian
37476,mexican
33761,thai
20280,southern_us
19266,italian
17492,italian
29376,italian
39788,southern_us
606,indian
28514,italian
8497,chinese
14688,mexican
6514,mexican
22222,italian
40303,mexican
23173,thai
26842,italian
38197,mexican
6680,indian
11165,mexican
10077,chinese
10703,southern_us
32046,southern_us
40961,italian
35596,indian
1653,mexican
3886,italian
14121,italian
36351,thai
32915,italian
5386,mexican
40215,italian
183,italian
24641,mexican
47715,mexican
34390,italian
712,chinese
12535,chinese
49435,southern_us
30517,southern_us
3489,southern_us
1636,italian
30044,mexican
24095,mexican
22105,thai
24627,indian
38840,mexican
9246,italian
32088,mexican
38769,chinese
5657,southern_us
15325,chinese
28603,mexican
42188,indian
30446,mexican
1757,indian
32710,southern_us
2136,southern_us
27690,indian
35074,southern_us
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,italian
4491,italian
35597,italian
15163,italian
25745,mexican
49614,italian
41946,southern_us
6372,italian
39604,southern_us
42983,chinese
19983,indian
21892,indian
20647,italian
47368,indian
3557,italian
41749,southern_us
31498,italian
19271,southern_us
15640,italian
26181,italian
22491,chinese
31939,indian
35961,italian
9811,mexican
40599,indian
40190,italian
16581,italian
22637,mexican
37123,italian
36020,southern_us
2226,italian
43012,italian
13134,italian
18749,southern_us
1692,southern_us
10138,southern_us
25235,southern_us
13955,italian
42655,thai
12415,italian
7502,italian
27394,southern_us
44210,mexican
5331,southern_us
25173,mexican
48988,southern_us
20735,thai
22048,italian
27644,thai
43242,mexican
28368,mexican
2429,mexican
25477,mexican
30938,italian
29877,italian
30451,mexican
48987,thai
17989,southern_us
13439,indian
33444,southern_us
38794,mexican
37227,italian
39679,italian
34234,southern_us
38038,chinese
7274,italian
18018,mexican
11450,mexican
48160,thai
21288,mexican
34704,italian
46684,italian
7049,mexican
9116,thai
22485,southern_us
6346,indian
40269,italian
35850,southern_us
1429,thai
19739,southern_us
38972,southern_us
39570,southern_us
43463,italian
21757,italian
36070,mexican
40550,southern_us
22914,thai
15074,indian
41576,mexican
46372,italian
8751,italian
47378,italian
21143,chinese
3818,indian
48486,chinese
23388,southern_us
37216,chinese
13142,southern_us
828,french
18468,chinese
25554,mexican
9863,italian
12771,chinese
3066,italian
35442,mexican
25696,italian
38136,italian
35825,italian
28933,indian
34629,chinese
22169,italian
7028,chinese
37204,mexican
16980,mexican
27356,mexican
11736,italian
1632,indian
1073,chinese
8236,southern_us
42866,italian
30904,thai
35258,italian
17290,italian
35929,mexican
46072,chinese
46763,french
47664,italian
45625,italian
31177,indian
33941,mexican
12272,southern_us
48146,indian
11812,italian
42795,mexican
14372,mexican
2964,mexican
9236,thai
18992,chinese
30902,italian
30939,italian
20108,italian
6562,indian
46412,chinese
8034,southern_us
37521,southern_us
46651,italian
32493,southern_us
3251,indian
31825,italian
2676,southern_us
32140,mexican
5326,mexican
38240,italian
45874,chinese
17253,thai
25292,chinese
48666,indian
49278,mexican
47903,southern_us
42062,italian
27885,italian
21229,italian
47629,italian
16695,thai
5355,southern_us
45369,italian
25736,chinese
29882,mexican
38900,indian
1508,southern_us
2526,italian
16563,mexican
49060,italian
31448,southern_us
36746,thai
1280,southern_us
41950,italian
25948,mexican
35444,chinese
2881,southern_us
44080,southern_us
4446,chinese
47106,indian
15521,indian
44359,southern_us
48967,mexican
1599,italian
44514,italian
7140,indian
27656,southern_us
35581,mexican
6359,chinese
41639,italian
42680,italian
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,mexican
27427,italian
3734,italian
44673,italian
43924,chinese
18628,italian
3596,southern_us
37666,southern_us
14633,mexican
36259,indian
19752,mexican
16697,chinese
9550,chinese
20813,southern_us
34356,italian
3583,italian
14148,chinese
28329,italian
166,mexican
12368,southern_us
32261,mexican
35306,southern_us
1414,chinese
45051,italian
20767,mexican
23450,italian
404,italian
527,indian
25416,chinese
25409,italian
34603,chinese
20266,mexican
9513,italian
7794,chinese
19429,indian
11328,italian
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,mexican
6735,mexican
41899,chinese
36222,italian
24468,mexican
9876,italian
33614,southern_us
42279,southern_us
46846,thai
34711,thai
39556,mexican
1064,southern_us
30080,mexican
6076,italian
5670,italian
44525,thai
19743,indian
36205,mexican
9030,italian
39755,chinese
39434,southern_us
37803,southern_us
30053,italian
11661,italian
17918,southern_us
44237,chinese
38536,southern_us
47369,southern_us
6108,mexican
16807,indian
41329,southern_us
33582,thai
9570,italian
47129,mexican
14268,southern_us
8395,southern_us
38977,italian
22716,southern_us
25753,indian
12018,mexican
31659,chinese
21149,mexican
10328,thai
33585,italian
29192,italian
46733,italian
12887,thai
24354,southern_us
39237,italian
19430,thai
39895,mexican
34566,mexican
17889,chinese
40652,mexican
31395,chinese
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,southern_us
25484,indian
43668,italian
2184,indian
12106,indian
25747,indian
11423,italian
22403,indian
2880,indian
15445,mexican
9825,mexican
31607,italian
9341,italian
2406,italian
28466,mexican
8619,italian
16097,thai
11652,thai
16852,southern_us
29111,italian
33602,italian
35,mexican
47741,italian
39820,italian
25332,chinese
5720,mexican
19634,southern_us
34851,chinese
14117,chinese
12195,southern_us
33665,italian
46228,italian
15964,italian
47502,chinese
41865,italian
46055,southern_us
8863,mexican
48658,italian
42251,italian
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,southern_us
6727,southern_us
17230,mexican
24579,mexican
15873,southern_us
3703,southern_us
27030,mexican
9149,italian
16152,italian
49665,italian
27036,italian
8341,italian
30384,southern_us
32883,southern_us
29047,mexican
31964,southern_us
7011,italian
46301,southern_us
3495,mexican
11949,mexican
975,southern_us
15529,mexican
15372,mexican
5176,italian
13631,italian
42028,italian
4936,southern_us
26471,mexican
43833,chinese
47933,southern_us
38373,mexican
5780,chinese
46303,italian
27308,italian
10340,southern_us
48900,southern_us
876,southern_us
10446,southern_us
15082,mexican
31706,chinese
24885,southern_us
34944,southern_us
7917,italian
5923,thai
44272,italian
41074,southern_us
381,italian
16053,southern_us
37470,southern_us
23027,mexican
42078,french
13183,southern_us
14828,italian
15394,mexican
46300,southern_us
38963,mexican
679,italian
34558,chinese
31528,mexican
45629,italian
5034,mexican
35031,italian
13237,mexican
42339,italian
3911,southern_us
20409,southern_us
24741,italian
18381,indian
7572,italian
24226,southern_us
19945,mexican
31809,italian
17903,italian
48664,italian
14122,mexican
3175,mexican
3403,mexican
11062,mexican
16629,mexican
11349,italian
14353,mexican
25633,mexican
11424,thai
36024,thai
7151,mexican
12777,mexican
34289,southern_us
13904,italian
40792,italian
11649,southern_us
227,italian
10396,mexican
6559,chinese
14195,italian
21511,indian
431,chinese
5651,southern_us
20754,indian
24905,italian
16731,chinese
9006,mexican
43909,italian
28526,italian
31141,italian
39787,italian
35320,mexican
25077,chinese
2902,italian
34305,indian
6174,southern_us
24695,italian
12211,italian
13227,italian
728,italian
21635,indian
14011,southern_us
5861,italian
9976,italian
49218,chinese
27684,mexican
11095,chinese
47314,italian
41901,thai
5859,mexican
3947,indian
14030,italian
10056,indian
39408,southern_us
35283,italian
13994,chinese
36302,southern_us
16113,chinese
47207,mexican
36198,thai
21134,southern_us
49070,italian
8030,mexican
31802,southern_us
36511,chinese
7785,mexican
38965,mexican
31453,italian
43100,mexican
32307,southern_us
45405,mexican
28532,southern_us
16092,mexican
